web-scraper-order,web-scraper-start-url,page-link,page-link-href,Nombre_pieces,Nombre_salle,Supeficie,Adresse
"1716418262-321","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 6 pièces - Fann Résidence","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-fann-residence-4593957","Nbre de pièces6","Nbre de salles de bain5","Superficie500 m2","Fann, Dakar, Sénégal"
"1716418264-322","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa - Thiès","https://sn.coinafrique.com/annonce/villas/vente-villa-thies-4594287","Nbre de pièces3","Nbre de salles de bain3","Superficie392 m2","Thies, Sénégal"
"1716418267-323","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa  8 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-mbao-4636670","Nbre de pièces8","Nbre de salles de bain2","Superficie800","Mbao, Dakar, Sénégal"
"1716418270-324","https://sn.coinafrique.com/categorie/villas?page=7","Location villa duplex 8 pièces - cité Biagui","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-8-pieces-cite-biagui-4592469","Nbre de pièces8","Nbre de salles de bain6","Superficie200","Yoff, Dakar, Sénégal"
"1716418272-325","https://sn.coinafrique.com/categorie/villas?page=7","Location villa duplex 10 pièces  - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-10-pieces-almadies-4589223","Nbre de pièces10","Nbre de salles de bain8","Superficie800 m2","Almadies, Dakar, Sénégal"
"1716418275-326","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 9 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-rufisque-4637714","Nbre de pièces9","Nbre de salles de bain6","Superficie900","Rufisque, Sénégal"
"1716418277-327","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 04 pièces - Fann Hock","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-fann-hock-4589451","Nbre de pièces4","Nbre de salles de bain3","Superficie240","Fann, Dakar, Sénégal"
"1716418280-328","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-4638723","Nbre de pièces4","Nbre de salles de bain3","Superficie430","Saly, Sénégal"
"1716418282-329","https://sn.coinafrique.com/categorie/villas?page=7","Vente villas 3 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-mbour-4638785","Nbre de pièces3","Nbre de salles de bain4","Superficie500","Mbour, Sénégal"
"1716418284-330","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 6 pièces - Almadies Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-ngor-4593786","Nbre de pièces6","Nbre de salles de bain5","Superficie500","Almadies, Dakar, Sénégal"
"1716418287-331","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 09 pièces - Katia Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-09-pieces-katia-ngor-4639020","Nbre de pièces9","Nbre de salles de bain6","Superficie400 m2","Ngor, Dakar, Sénégal"
"1716418289-332","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa - Yoff Layène","https://sn.coinafrique.com/annonce/villas/vente-villa-yoff-layene-4597662","Nbre de pièces4","Nbre de salles de bain2","Superficie200 m2","Yoff, Dakar, Sénégal"
"1716418292-333","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 3 pièces - Sicap Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-sicap-keur-massar-4639744","Nbre de pièces3","Nbre de salles de bain2","Superficie150","Keur Massar, Sénégal"
"1716418295-334","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 7 pièces - Cité Mourtada","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-cite-mourtada-4639980","Nbre de pièces7","Nbre de salles de bain8","Superficie200 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716418298-335","https://sn.coinafrique.com/categorie/villas?page=7","Vente villas 6 pièces - Sipres route de l'aéroport","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-sipres-route-de-laeroport-4594855","Nbre de pièces6","Nbre de salles de bain3","Superficie252","Yoff, Dakar, Sénégal"
"1716418301-336","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 6 pièces - Yoff Biagui","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-yoff-biagui-4594946","Nbre de pièces6","Nbre de salles de bain4","Superficie300","Yoff, Dakar, Sénégal"
"1716418309-337","https://sn.coinafrique.com/categorie/villas?page=6","Location villa duplex 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-almadies-4595178","Nbre de pièces5","Nbre de salles de bain4","Superficie400","Almadies, Dakar, Sénégal"
"1716418312-338","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-4640620","Nbre de pièces3","Nbre de salles de bain3","Superficie500 m2","Dakar, Sénégal"
"1716418315-339","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 6 pièces - Sipres Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sipres-mermoz-4640652","Nbre de pièces5","Superficie250 m2","","Dakar, Sénégal"
"1716418319-340","https://sn.coinafrique.com/categorie/villas?page=6","Location villa meublé 4 pièces - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-meuble-4-pieces-mermoz-4595399","Nbre de pièces4","Nbre de salles de bain4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716418322-341","https://sn.coinafrique.com/categorie/villas?page=6","Vente villas 5 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-dakar-4640794","","","","Dakar, Sénégal"
"1716418324-342","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 6 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-sicap-liberte-4592791","Superficie157","","","Sicap Liberté, Dakar, Sénégal"
"1716418328-343","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa R+2  -Yoff océan","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-yoff-ocean-4641723","Nbre de pièces7","Superficie200 m2","","Yoff, Dakar, Sénégal"
"1716418331-344","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 6 pièces - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-ngor-almadies-4596510","Nbre de pièces6","Nbre de salles de bain4","Superficie600","Ngor, Dakar, Sénégal"
"1716418333-345","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 5 pièces  - Cité Alioune Sow de golf","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-cite-alioune-sow-de-golf-4641824","Nbre de pièces5","Nbre de salles de bain4","Superficie170 m2","Guediawaye, Dakar, Sénégal"
"1716418336-346","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 5 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-mbour-4642014","Nbre de pièces5","Nbre de salles de bain3","Superficie729","Mbour, Sénégal"
"1716418338-347","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 6 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-ouest-foire-4642186","Nbre de pièces4","Nbre de salles de bain4","Superficie150 m2","HLM, Dakar, Sénégal"
"1716418341-348","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 8 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-sacre-coeur-4597284","Nbre de pièces8","Nbre de salles de bain5","Superficie170","Sacré-Coeur, Dakar, Sénégal"
"1716418343-349","https://sn.coinafrique.com/categorie/villas?page=6","Vente villas - Sinthiane Nguérigne","https://sn.coinafrique.com/annonce/villas/vente-villas-sinthiane-nguerigne-4642585","Nbre de pièces5","Nbre de salles de bain5","Superficie1800 m2","Ngaparou, Sénégal"
"1716418346-350","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa  6 pièces  - Nguerigne","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-nguerigne-4643192","Nbre de pièces5","Nbre de salles de bain4","Superficie2000 m2","Ngaparou, Sénégal"
"1716418349-351","https://sn.coinafrique.com/categorie/villas?page=6","Vente maison 5 pièces -  Sénégal","https://sn.coinafrique.com/annonce/villas/vente-maison-5-pieces-senegal-4643528","Nbre de pièces5","Superficie300 m2","","Rufisque, Sénégal"
"1716418351-352","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 5 pièces - Nord Foire","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-nord-foire-4598343","Nbre de pièces5","Nbre de salles de bain4","","Sicap foire, Dakar, Sénégal"
"1716418354-353","https://sn.coinafrique.com/categorie/villas?page=6","Location villa duplex 6 pièces  - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-mamelles-4598567","","","","Mamelles, Dakar, Sénégal"
"1716418359-354","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 7 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-almadies-4596101","Nbre de pièces7","Nbre de salles de bain5","Superficie350","Almadies, Dakar, Sénégal"
"1716418361-355","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 5 pièces - Nord Foire","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-nord-foire-4599345","","","","Yoff, Dakar, Sénégal"
"1716418363-356","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 7 pièces - Mermoz - Sacré coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-mermoz-sacre-coeur-4600790","Nbre de pièces7","Nbre de salles de bain5","Superficie700","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716418366-357","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 4 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mamelles-4598176","Nbre de pièces4","Nbre de salles de bain1","Superficie150","Mamelles, Dakar, Sénégal"
"1716418368-358","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 4 pièces - HLM Grand Yoff","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-hlm-grand-yoff-4601247","Nbre de pièces4","Nbre de salles de bain3","Superficie150","Sicap foire, Dakar, Sénégal"
"1716418371-359","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 5 pièces - cité Mourtada","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-cite-mourtada-4601827","Nbre de pièces5","Nbre de salles de bain6","","Dakar, Sénégal"
"1716418373-360","https://sn.coinafrique.com/categorie/villas?page=6","Vente villas 15 pièces - Cambérène","https://sn.coinafrique.com/annonce/villas/vente-villas-15-pieces-camberene-4647170","Nbre de pièces15","Nbre de salles de bain10","Superficie392","Cambérène, Dakar, Sénégal"
"1716418376-361","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 10 pièces - Mermoz - Sotrac","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-mermoz-sotrac-4602666","Nbre de pièces10","Nbre de salles de bain5","Superficie540","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716418378-362","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 5 pièces - Liberté 3","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-liberte-3-4602783","Nbre de pièces5","Nbre de salles de bain2","","Sicap Liberté, Dakar, Sénégal"
"1716418381-363","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 4 pièces - Cité Fadia","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-cite-fadia-4603035","Nbre de pièces9","Nbre de salles de bain9","Superficie150 m2","Parcelle Assainies, Dakar, Sénégal"
"1716418383-364","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 04 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-keur-massar-4648535","Nbre de pièces5","Nbre de salles de bain2","Superficie140 m2","Keur Massar, Sénégal"
"1716418387-365","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-4604380","Nbre de pièces5","Nbre de salles de bain4","Superficie12","Almadies, Dakar, Sénégal"
"1716418389-366","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 3 pièces - Fann","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-fann-4600634","Nbre de pièces3","Nbre de salles de bain3","Superficie240","Fann, Dakar, Sénégal"
"1716418392-367","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 05 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-almadies-4608073","Nbre de pièces5","Nbre de salles de bain5","Superficie500","Almadies, Dakar, Sénégal"
"1716418395-368","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 3 pièces - Toubab Dialaw","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-toubab-dialaw-4650060","Nbre de pièces7","Nbre de salles de bain5","","Dakar, Sénégal"
"1716418398-369","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 6 pièces - Mariste","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mariste-4614858","Nbre de pièces6","Nbre de salles de bain3","","Mariste, Dakar, Sénégal"
"1716418400-370","https://sn.coinafrique.com/categorie/villas?page=6","Location villa duplex 4 pièces - Ngor almadies","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-ngor-almadies-4605692","Nbre de pièces4","Nbre de salles de bain4","Superficie200000","Ngor, Dakar, Sénégal"
"1716418403-371","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 3 pièces   - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-ngaparou-4651354","Superficie600","","","Ngaparou, Sénégal"
"1716418406-372","https://sn.coinafrique.com/categorie/villas?page=6","Location villa  duplex 6 pièces - Almadies 2","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-almadies-2-4651399","Nbre de pièces6","Nbre de salles de bain3","Superficie200","Almadies 2, Dakar, Sénégal"
"1716418409-373","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 03 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-03-pieces-ngaparou-4651750","Nbre de pièces3","Nbre de salles de bain2","Superficie900","Ngaparou, Sénégal"
"1716418411-374","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa - Ndiawsir","https://sn.coinafrique.com/annonce/villas/vente-villa-ndiawsir-4652059","Nbre de pièces3","Nbre de salles de bain2","Superficie150 m2","Saint Louis, Sénégal"
"1716418414-375","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 5 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-keur-massar-4603509","Nbre de pièces5","Nbre de salles de bain2","Superficie150","Keur Massar, Sénégal"
"1716418417-376","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa duplex 8 pièces - cité Biagui","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-8-pieces-cite-biagui-4603522","Nbre de salles de bain5","Superficie300","","Yoff, Dakar, Sénégal"
"1716418420-377","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa 7 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-sacre-coeur-4603631","Nbre de pièces7","Nbre de salles de bain5","Superficie204","Sacré-Coeur, Dakar, Sénégal"
"1716418422-378","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 5 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-4608449","Nbre de pièces5","Nbre de salles de bain5","Superficie13","Almadies, Dakar, Sénégal"
"1716418425-379","https://sn.coinafrique.com/categorie/villas?page=6","Location villas 4 pièces - Thiaroye Azur Mbao","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-thiaroye-azur-mbao-4653146","Nbre de pièces4","Nbre de salles de bain2","Superficie150","Mbao, Dakar, Sénégal"
"1716418427-380","https://sn.coinafrique.com/categorie/villas?page=6","Location villa 7 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-4608487","Nbre de pièces6","Nbre de salles de bain5","Superficie200","Mamelles, Dakar, Sénégal"
"1716418430-381","https://sn.coinafrique.com/categorie/villas?page=6","Vente villa duplex 8 pièces - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-8-pieces-ngaparou-4653413","Nbre de pièces7","Nbre de salles de bain7","Superficie928 m2","Ngaparou, Sénégal"
